Extraction Date:,9/23/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revised: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,A2A,A2B,A2C,A3B,A4,A5,B2,B3,B4,B5,B6,B7,B8,C2A,C2A.1,C2A.2,C2A.3,C2A.4,C2B,C2C,C3A,C3B,C3C,D2,D3
2018,California,SAN JUAN UNIFIED,,634620,2017-18,8981735,9283445,301710,436198,9719643,1457946.45,3,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SAN LEANDRO UNIFIED,,634680,2017-18,1862389,1979871,117482,55835,2035706,305355.9,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SAN LORENZO UNIFIED,,634710,2017-18,1846903,1938760,91857,47859,1986619,297992.85,3,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SAN LORENZO VALLEY UNIFIED,,634740,2017-18,704168,737752,33584,24387,762139,114320.85,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SAN LUCAS UNION ELEMENTARY,,634770,2017-18,18138,19189,1051,0,19189,2878.35,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SAN LUIS COASTAL UNIFIED,,634800,2017-18,1387603,1472993,85390,71935,1544928,231739.2,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SAN MARINO UNIFIED,,634860,2017-18,542977,547239,4262,6847,554086,83112.9,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SAN MARCOS UNIFIED,,634880,2017-18,3620228,3703844,83616,119346,3823190,573478.5,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SAN MATEO CITY ELEMENTARY,,634920,2017-18,2163025,2219698,56673,62437,2282135,342320.25,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SAN MATEO UNION HIGH,,634980,2017-18,1394651,1483743,89092,0,1483743,222561.45,3,0,0,1,1,+,+,1,0,1,0,0,222561,15,0,0,0,0,0
2018,California,SAN MIGUEL JOINT UNION ELEMENTARY,,635010,2017-18,115416,122317,6901,7847,130164,19524.6,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SAN PASQUAL UNION ELEMENTARY,,635040,2017-18,69081,73359,4278,2825,76184,11427.6,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SAN PASQUAL VALLEY UNIFIED,,635070,2017-18,159179,177051,17872,0,177051,26557.65,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SAN RAFAEL CITY ELEMENTARY,,635090,2017-18,1120732,1203827,83095,76722,1280549,192082.35,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SAN RAFAEL CITY HIGH,,635110,2017-18,446115,461787,15672,0,461787,69268.05,3,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SAN RAMON VALLEY UNIFIED,,635130,2017-18,4484627,4658306,173679,195001,4853307,727996.05,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SAN YSIDRO ELEMENTARY,,635220,2017-18,901723,894056,-7667,36552,930608,139591.2,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SANGER UNIFIED,,635250,2017-18,1567086,1694652,127566,63668,1758320,263748,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SANTA ANA UNIFIED,,635310,2017-18,10277208,10239026,-38182,352922,10591948,1588792.2,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SANTA CLARA UNIFIED,,635430,2017-18,2769320,2853908,84588,89025,2942933,441439.95,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SANTA CLARA ELEMENTARY,,635490,2017-18,9752,11140,1388,329,11469,1720.35,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SANTA CRUZ CITY ELEMENTARY,,635590,2017-18,681205,694985,13780,32771,727756,109163.4,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SANTA CRUZ CITY HIGH,,635600,2017-18,638189,659111,20922,0,659111,98866.65,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SANTA MARIA UNION HIGH,,635670,2017-18,1198471,1280311,81840,0,1280311,192046.65,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SANTA MONICA-MALIBU UNIFIED,,635700,2017-18,2206391,2257607,51216,58889,2316496,347474.4,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SANTA RITA UNION ELEMENTARY,,635790,2017-18,483676,572483,88807,0,572483,85872.45,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SANTA ROSA ELEMENTARY,,635810,2017-18,935542,1113973,178431,76733,1190706,178605.9,3,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SANTA ROSA HIGH,,635830,2017-18,2504201,2369210,-134991,0,2369210,355381.5,3,0,†,1,1,+,+,1,0,0,1,0,355382,15,0,0,0,0,0
2018,California,SANTEE ELEMENTARY,,635880,2017-18,1303283,1359993,56710,75959,1435952,215392.8,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SARATOGA UNION ELEMENTARY,,635910,2017-18,332988,331629,-1359,4054,335683,50352.45,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SAUGUS UNION,,635970,2017-18,1695020,1763831,68811,98552,1862383,279357.45,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SAUSALITO ELEMENTARY,,636000,2017-18,108301,108933,632,0,108933,16339.95,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SAVANNA ELEMENTARY,,636030,2017-18,501543,562232,60689,39460,601692,90253.8,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SCOTIA UNION ELEMENTARY,,636100,2017-18,33689,28320,-5369,0,28320,4248,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SEBASTOPOL UNION ELEMENTARY,,636180,2017-18,151196,139808,-11388,7263,147071,22060.65,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SEELEY UNION ELEMENTARY,,636210,2017-18,53060,65575,12515,0,65575,9836.25,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SELMA UNIFIED,,636270,2017-18,1335051,1393581,58530,38201,1431782,214767.3,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SEMITROPIC ELEMENTARY,,636330,2017-18,35725,36367,642,0,36367,5455.05,1,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SEQUOIA UNION HIGH,,636390,2017-18,1452240,1533463,81223,0,1533463,230019.45,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SHANDON JOINT UNIFIED,,636450,2017-18,54158,55359,1201,654,56013,8401.95,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SHASTA UNION ELEMENTARY,,636570,2017-18,23738,28063,4325,0,28063,4209.45,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SHASTA UNION HIGH,,636600,2017-18,921670,989291,67621,0,989291,148393.65,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SHILOH ELEMENTARY,,636660,2017-18,7445,7532,87,0,7532,1129.8,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SHORELINE UNIFIED,,636670,2017-18,133456,121014,-12442,0,121014,18152.1,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SIERRA SANDS,,636800,2017-18,938409,989243,50834,30272,1019515,152927.25,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SIERRA UNIFIED,,636805,2017-18,272438,313691,41253,5362,319053,47857.95,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SILVER VALLEY UNIFIED,,636820,2017-18,420667,472588,51921,17449,490037,73505.55,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SIMI VALLEY UNIFIED,,636840,2017-18,3046559,3050776,4217,90886,3141662,471249.3,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SNELLING-MERCED FALLS UNION ELEMENTARY,,636960,2017-18,12204,10978,-1226,0,10978,1646.7,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SNOWLINE JOINT UNIFIED,,636970,2017-18,1335632,1394213,58581,21279,1415492,212323.8,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,VICTOR VALLEY UNION HIGH,,636972,2017-18,1932744,2032322,99578,0,2032322,304848.3,3,0,0,1,1,+,+,1,0,0,1,0,304848,15,0,0,0,0,0
2018,California,SOLANA BEACH ELEMENTARY,,636990,2017-18,463193,433831,-29362,20077,453908,68086.2,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SOLEDAD UNIFIED,,637050,2017-18,949215,1138569,189354,0,1138569,170785.35,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SOMIS UNION ELEMENTARY,,637140,2017-18,49265,44700,-4565,2964,47664,7149.6,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SONOMA VALLEY UNIFIED,,637200,2017-18,896434,890996,-5438,23999,914995,137249.25,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SOQUEL ELEMENTARY,,637290,2017-18,355854,352102,-3752,17147,369249,55387.35,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SOUTH BAY UNION ELEMENTARY,,637350,2017-18,124648,142732,18084,0,142732,21409.8,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SOUTH BAY UNION ELEMENTARY,,637380,2017-18,1373139,1405841,32702,63850,1469691,220453.65,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SOUTH FORK UNION,,637470,2017-18,39292,43805,4513,1628,45433,6814.95,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SOUTH PASADENA UNIFIED,,637500,2017-18,856673,873217,16544,16774,889991,133498.65,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SOUTH SAN FRANCISCO UNIFIED,,637530,2017-18,1616770,1666933,50163,50762,1717695,257654.25,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SOUTH WHITTIER ELEMENTARY,,637560,2017-18,471044,476637,5593,0,476637,71495.55,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SOUTHERN HUMBOLDT JOINT UNIFIED,,637590,2017-18,78607,103085,24478,0,103085,15462.75,3,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SOUTHERN KERN UNIFIED,,637620,2017-18,557914,603787,45873,9633,613420,92013,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SOUTHERN TRINITY JOINT UNIFIED,,637630,2017-18,20171,22256,2085,0,22256,3338.4,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SPENCER VALLEY ELEMENTARY,,637680,2017-18,362122,320983,-41139,776,321759,48263.85,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SPRECKELS UNION ELEMENTARY,,637710,2017-18,110339,111938,1599,0,111938,16790.7,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,ST. HELENA UNIFIED,,637830,2017-18,210390,216790,6400,0,216790,32518.5,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,STANDARD ELEMENTARY,,637890,2017-18,507566,523486,15920,18452,541938,81290.7,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,STANISLAUS UNION ELEMENTARY,,637950,2017-18,467563,492586,25023,0,492586,73887.9,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,STOCKTON CITY UNIFIED,,638010,2017-18,6917339,7053680,136341,195098,7248778,1087316.7,3,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SULPHUR SPRINGS UNION,,638220,2017-18,994165,1000169,6004,64438,1064607,159691.05,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SUNDALE UNION ELEMENTARY,,638340,2017-18,118923,142601,23678,0,142601,21390.15,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SUNNYVALE,,638460,2017-18,1194114,1255380,61266,76857,1332237,199835.55,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SUTTER UNION HIGH,,638610,2017-18,122769,136248,13479,0,136248,20437.2,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SWEETWATER UNION HIGH,,638640,2017-18,6450130,6610634,160504,0,6610634,991595.1,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SYLVAN UNION ELEMENTARY,,638670,2017-18,1736236,1757942,21706,0,1757942,263691.3,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,TAFT CITY,,638700,2017-18,385923,399092,13169,13025,412117,61817.55,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,TAFT UNION HIGH,,638730,2017-18,150076,172770,22694,0,172770,25915.5,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Rocketship Alma Academy,,06F0174,2017-18,69407,71487,2080,0,71487,10723.05,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Rocketship Discovery Prep,,06F0175,2017-18,62298,70372,8074,0,70372,10555.8,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Rocketship Los Suenos Academy,,06F0176,2017-18,64366,67306,2940,0,67306,10095.9,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Summit Public School: Tahoma,,06F0178,2017-18,38904,47658,8754,0,47658,7148.7,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Eleanor Roosevelt Community Learning Center,,06F0179,2017-18,36190,37206,1016,0,37206,5580.9,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Community School for Creative Education,,06F0181,2017-18,26884,35116,8232,0,35116,5267.4,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Cox Academy,,06F0182,2017-18,75999,81798,5799,0,81798,12269.7,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,ACADEMIA ADVANCE CHARTER,,06F0184,2017-18,50004,77244,27240,0,77244,11586.6,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,CELERITY SIRIUS CHARTER,,06F0185,2017-18,57147,0,-57147,0,0,0,+,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,LA INTERNATIONAL CHARTER,,06F0186,2017-18,38353,36167,-2186,0,36167,5425.05,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Clayton Valley Charter High,,06F0189,2017-18,283962,304758,20796,0,304758,45713.7,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Lazear Charter Academy,,06F0190,2017-18,59714,64519,4805,0,64519,9677.85,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,McGill School of Success,,06F0191,2017-18,22360,21878,-482,0,21878,3281.7,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Museum,,06F0192,2017-18,29340,32329,2989,0,32329,4849.35,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Temecula Preparatory,,06F0193,2017-18,137134,146736,9602,0,146736,22010.4,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,ASCEND,,06F0194,2017-18,59584,67863,8279,0,67863,10179.45,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Desert Sands Charter High School,,06F0195,2017-18,0,0,0,0,0,0,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Latino College Preparatory Acedemy,,06F0196,2017-18,44671,48682,4011,0,48682,7302.3,2,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Lighthouse Community Charter,,06F0197,2017-18,62816,70650,7834,0,70650,10597.5,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Lighthouse Community Charter High,,06F0198,2017-18,33605,36231,2626,0,36231,5434.65,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Westlake Charter,,06F0201,2017-18,118652,128063,9411,0,128063,19209.45,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Summit Leadership Academy-High Desert,,06F0202,2017-18,27789,62150,34361,0,62150,9322.5,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,KIPP Summit Academy,,06F0203,2017-18,54027,57970,3943,0,57970,8695.5,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,KIPP San Francisco Bay Academy,,06F0204,2017-18,47047,52674,5627,0,52674,7901.1,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,KIPP Bayview Academy,,06F0205,2017-18,33993,40969,6976,0,40969,6145.35,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Coastal Academy,,06F0206,2017-18,219596,266716,47120,0,266716,40007.4,+,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Oakland Unity High,,06F0207,2017-18,34846,39310,4464,0,39310,5896.5,2,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Iftin Charter,,06F0208,2017-18,54673,46264,-8409,0,46264,6939.6,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,KIPP Heartwood Academy,,06F0210,2017-18,53510,57691,4181,0,57691,8653.65,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Vista Real Charter High School,,06F0211,2017-18,121624,0,-121624,0,0,0,2,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Achieve Academy,,06F0212,2017-18,92931,94061,1130,0,94061,14109.15,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Monterey Bay Charter,,06F0213,2017-18,39675,48729,9054,0,48729,7309.35,2,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Inland Leaders Charter,,06F0214,2017-18,124468,134333,9865,0,134333,20149.95,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,KIPP King Collegiate High,,06F0215,2017-18,76387,86118,9731,0,86118,12917.7,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,KIPP Bridge Charter School,,06F0216,2017-18,75870,78036,2166,0,78036,11705.4,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Antelope Valley Learning Academy,,06F0217,2017-18,158719,0,-158719,0,0,0,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Learning Without Limits,,06F0218,2017-18,54414,59363,4949,0,59363,8904.45,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,KIPP San Jose Collegiate,,06F0219,2017-18,64625,68142,3517,0,68142,10221.3,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Big Sur Charter,,06F0220,2017-18,9783,11916,2133,0,11916,1787.4,2,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Innovations Academy,,06F0221,2017-18,50408,50584,176,0,50584,7587.6,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Dr. Lewis Dolphin Stallworth Sr. Charter,,06F0222,2017-18,30115,35674,5559,0,35674,5351.1,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Golden Oak Montessori,,06F0223,2017-18,24620,28951,4331,0,28951,4342.65,1,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Diego Hills Charter High School,,06F0225,2017-18,148896,0,-148896,0,0,0,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,SD Global Vision Academy,,06F0226,2017-18,44850,50863,6013,0,50863,7629.45,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Life Source International Charter School ,,06F0227,2017-18,55707,63544,7837,0,63544,9531.6,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Old Town Academy K-8 Charter,,06F0229,2017-18,33088,36928,3840,0,36928,5539.2,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Capitol Collegiate Academy,,06F0230,2017-18,36319,47658,11339,0,47658,7148.7,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Oxford Preparatory Academy ? South Orange County,,06F0231,2017-18,105468,109529,4061,0,109529,16429.35,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Howard Gardner Community Charter,,06F0232,2017-18,27401,29960,2559,0,29960,4494,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Diego Valley Charter High School,,06F0233,2017-18,97584,0,-97584,0,0,0,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Yu Ming Charter,,06F0234,2017-18,46142,53928,7786,0,53928,8089.2,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,City Heights Preparatory Charter,,06F0236,2017-18,23007,20903,-2104,0,20903,3135.45,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Alpha: Blanca Alvarado Middle,,06F0239,2017-18,52734,49887,-2847,0,49887,7483.05,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Oak Park Preparatory Academy,,06F0240,2017-18,17836,19370,1534,0,19370,2905.5,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Urban Montessori Charter,,06F0241,2017-18,48340,62429,14089,0,62429,9364.35,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,ACE Charter High,,06F0242,2017-18,39034,45567,6533,0,45567,6835.05,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,iLEAD Lancaster Charter,,06F0244,2017-18,86985,98381,11396,0,98381,14757.15,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Assurance Learning Academy,,06F0245,2017-18,123434,0,-123434,0,0,0,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,California Virtual Academy @ Fresno,,06F0246,2017-18,53509,74692,21183,0,74692,11203.8,+,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,LPS: Oakland R & D Campus,,06F0248,2017-18,45625,58109,12484,0,58109,8716.35,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Rocketship Spark Academy,,06F0249,2017-18,76387,83749,7362,0,83749,12562.35,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,CHICO COUNTRY DAY CHARTER SCHOOL,,06F0256,2017-18,61398,63801,2403,0,63801,9570.15,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,NORD COUNTRY DAY CHARTER SCHOOL,,06F0257,2017-18,19515,25222,5707,0,25222,3783.3,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,JARDIN DE LA INFANCIA,,06F0258,2017-18,3572,1717,-1855,0,1717,257.55,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,PARTNERSHIPS FOR STUDENT-BASED LEARNING,,06F0259,2017-18,115316,0,-115316,0,0,0,2,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,HEALTH SCIENCE MIDDLE,,06F0260,2017-18,31363,23241,-8122,0,23241,3486.15,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Desert Trails Preparatory Academy,,06F0261,2017-18,41414,44671,3257,0,44671,6700.65,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Encore Jr./Sr. High for the Performing Visual Arts,,06F0262,2017-18,105715,99731,-5984,0,99731,14959.65,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,LaVerne Elementary Preparatory Academy,,06F0263,2017-18,19617,21816,2199,0,21816,3272.4,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Taylion High Desert Academy/Adelanto,,06F0264,2017-18,43594,50904,7310,0,50904,7635.6,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Rocklin Academy,,06F0265,2017-18,48081,51560,3479,0,51560,7734,1,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,Rocklin Academy at Meyers Street,,06F0266,2017-18,23653,25222,1569,0,25222,3783.3,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,RAISIN CITY,,06F0267,2017-18,53853,52282,-1571,2011,54293,8143.95,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,OPTIMIST CHARTER,,06F0269,2017-18,44051,56644,12593,0,56644,8496.6,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,LAGUNA JOINT ELEMENTARY,,06F0270,2017-18,2528,1817,-711,0,1817,272.55,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,LINCOLN ELEMENTARY,,06F0271,2017-18,295,0,-295,0,0,0,+,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2018,California,PENN VALLEY UNION ELEMENTARY,,06F0273,2017-18,96014,112073,16059,0,112073,16810.95,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
