Extraction Date:,8/28/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revised: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,A2A,A2B,A2C,A3B,A4,A5,B2,B3,B4,B5,B6,B7,B8,C2A,C2A.1,C2A.2,C2A.3,C2A.4,C2B,C2C,C3A,C3B,C3C,D2,D3
2017,Alabama,Homewood City,,101760,2015-16,726344,769684,43340,6898,776582,116487.3,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,0,317
2017,Alabama,Houston County,,101770,2015-16,1389292,1440168,50876,39102,1479270,221890.5,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Huntsville City,,101800,2015-16,5045295,5285214,239919,96002,5381216,807182.4,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Jackson County,,101830,2015-16,1168583,1196718,28135,25935,1222653,183397.95,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Jacksonville City,,101860,2015-16,337908,355250,17342,6852,362102,54315.3,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Jasper City,,101890,2015-16,583928,602687,18759,17598,620285,93042.75,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Jefferson County,,101920,2015-16,8505984,8842071,336087,175134,9017205,1352580.75,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Lamar County,,101950,2015-16,504868,527360,22492,22949,550309,82546.35,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Lanett City,,101980,2015-16,232659,241257,8598,9771,251028,37654.2,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Lauderdale County,,102010,2015-16,1715818,1771702,55884,29876,1801578,270236.7,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Lawrence County,,102040,2015-16,1160106,1200373,40267,47868,1248241,187236.15,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Lee County,,102070,2015-16,1944249,2011551,67302,50863,2062414,309362.1,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Limestone County,,102100,2015-16,1691622,1814525,122903,29418,1843943,276591.45,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Linden City,,102130,2015-16,161959,161863,-96,13169,175032,26254.8,2,+,†,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Lowndes County,,102160,2015-16,498437,491573,-6864,37563,529136,79370.4,1,+,†,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Macon County,,102190,2015-16,540385,545029,4644,19538,564567,84685.05,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Madison County,,102220,2015-16,3599901,3742492,142591,48080,3790572,568585.8,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Marengo County,,102250,2015-16,276759,282148,5389,4404,286552,42982.8,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Marion County,,102310,2015-16,801232,820205,18973,10783,830988,124648.2,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,0,56
2017,Alabama,Midfield City,,102350,2015-16,300920,301627,707,13670,315297,47294.55,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Mobile County,,102370,2015-16,13324830,13691566,366736,273093,13964659,2094698.85,1,183368,100,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Monroe County,,102400,2015-16,768485,784660,16175,22980,807640,121146,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Montgomery County,,102430,2015-16,6847930,7086798,238868,160507,7247305,1087095.75,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Morgan County,,102480,2015-16,1830101,1881420,51319,55703,1937123,290568.45,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Mountain Brook City,,102490,2015-16,746570,777098,30528,14209,791307,118696.05,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Muscle Shoals City,,102520,2015-16,480283,496100,15817,7361,503461,75519.15,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Oneonta City,,102550,2015-16,265518,279989,14471,12210,292199,43829.85,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Opelika City,,102580,2015-16,947585,1005911,58326,42506,1048417,157262.55,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Opp City,,102610,2015-16,303161,310730,7569,17578,328308,49246.2,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Oxford City,,102635,2015-16,831586,851737,20151,14703,866440,129966,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Ozark City,,102640,2015-16,555914,572194,16280,22948,595142,89271.3,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Pell City,,102650,2015-16,898921,925307,26386,21530,946837,142025.55,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Perry County,,102670,2015-16,425092,433049,7957,9295,442344,66351.6,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,0,30
2017,Alabama,Phenix City,,102700,2015-16,1310694,1369392,58698,26476,1395868,209380.2,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Pickens County,,102730,2015-16,681809,704357,22548,11755,716112,107416.8,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Piedmont City,,102760,2015-16,279315,287248,7933,7333,294581,44187.15,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Pike County,,102790,2015-16,566468,575216,8748,12714,587930,88189.5,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Randolph County,,102820,2015-16,501145,522877,21732,16614,539491,80923.65,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Roanoke City,,102850,2015-16,314967,326011,11044,4412,330423,49563.45,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Russell County,,102880,2015-16,753189,758478,5289,4448,762926,114438.9,1,2644,99.98,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Russellville City,,102910,2015-16,499582,482346,-17236,17600,499946,74991.9,1,+,†,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Scottsboro City,,102940,2015-16,588104,606266,18162,9799,616065,92409.75,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,0,48
2017,Alabama,Selma City,,102970,2015-16,935053,938166,3113,37113,975279,146291.85,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Sheffield City,,103000,2015-16,286020,295563,9543,13672,309235,46385.25,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Shelby County,,103030,2015-16,3745841,3931838,185997,64690,3996528,599479.2,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Saint Clair County,,103062,2015-16,1708237,1787227,78990,27477,1814704,272205.6,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Sumter County,,103090,2015-16,502270,516417,14147,34640,551057,82658.55,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Sylacauga City,,103120,2015-16,470835,492890,22055,7843,500733,75109.95,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Talladega City,,103150,2015-16,498532,506292,7760,17104,523396,78509.4,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Talladega County,,103180,2015-16,1707079,1747100,40021,34260,1781360,267204,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Tallapoosa County,,103210,2015-16,684634,711043,26409,25888,736931,110539.65,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Tallassee City,,103240,2015-16,381933,394275,12342,13198,407473,61120.95,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Tarrant City,,103270,2015-16,310714,319187,8473,12213,331400,49710,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Thomasville City,,103300,2015-16,286939,285304,-1635,5381,290685,43602.75,1,+,†,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Troy City,,103330,2015-16,468756,479467,10711,15151,494618,74192.7,1,5355,99.99,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Tuscaloosa City,,103360,2015-16,2337010,2423011,86001,98684,2521695,378254.25,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Tuscaloosa County,,103390,2015-16,3526439,3691962,165523,65176,3757138,563570.7,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Tuscumbia City,,103420,2015-16,298721,307989,9268,21962,329951,49492.65,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Vestavia Hills City,,103430,2015-16,1163464,1238178,74714,8416,1246594,186989.1,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Walker County,,103450,2015-16,1806929,1857547,50618,83994,1941541,291231.15,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Washington County,,103480,2015-16,596561,604694,8133,28316,633010,94951.5,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Wilcox County,,103510,2015-16,490536,503925,13389,24407,528332,79249.8,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Winfield City,,103540,2015-16,260096,270481,10385,8796,279277,41891.55,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alabama,Winston County,,103580,2015-16,602993,625188,22195,17592,642780,96417,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alaska,Lower Kuskokwim School District,,200001,2016-17,1154836,1158121,3285,17383,1175504,176325.6,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alaska,Lower Yukon School District,,200003,2016-17,589042,584666,-4376,2968,587634,88145.1,3,+,†,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alaska,Yupiit School District,,200004,2016-17,150515,150417,-98,1696,152113,22816.95,2,+,†,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alaska,Kashunamiut School District,,200005,2016-17,95242,98929,3687,2120,101049,15157.35,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alaska,Mount Edgecumbe High School,,200006,2016-17,107899,110669,2770,0,110669,16600.35,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alaska,Aleutians East Borough School District,,200007,2016-17,47992,46793,-1199,1696,48489,7273.35,1,+,†,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alaska,Aleutian Region School District,,200010,2016-17,31873,30519,-1354,424,30943,4641.45,1,+,†,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alaska,Bering Strait School District,,200020,2016-17,535497,547151,11654,8902,556053,83407.95,3,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alaska,Bristol Bay Borough School District,,200030,2016-17,38302,38140,-162,0,38140,5721,1,+,†,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alaska,Alaska Gateway School District,,200050,2016-17,132215,132857,642,3816,136673,20500.95,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2017,Alaska,Cordova City School District,,200060,2016-17,90850,85583,-5267,3816,89399,13409.85,2,+,†,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
