Extraction Date:,8/28/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revised: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,A2A,A2B,A2C,A3B,A4,A5,B2,B3,B4,B5,B6,B7,B8,C2A,C2A.1,C2A.2,C2A.3,C2A.4,C2B,C2C,C3A,C3B,C3C,D2,D3
2017,California,WAUGH ELEMENTARY,,641790,2016-17,129717,128913,-804,0,128913,19336.95,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,WEAVER UNION ELEMENTARY,,641880,2016-17,353082,343076,-10006,0,343076,51461.4,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,WEST COVINA UNIFIED,,642000,2016-17,2227802,2043639,-184163,36777,2080416,312062.4,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,WEST PARK ELEMENTARY,,642060,2016-17,63910,84615,20705,756,85371,12805.65,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,WESTSIDE UNION ELEMENTARY,,642120,2016-17,1610594,1622848,12254,57963,1680811,252121.65,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,WESTERN PLACER UNIFIED,,642140,2016-17,1212588,1204053,-8535,41087,1245140,186771,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,WESTMINSTER ELEMENTARY,,642150,2016-17,1748034,1742738,-5296,76438,1819176,272876.4,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,WESTMORLAND UNION ELEMENTARY,,642180,2016-17,41747,53060,11313,0,53060,7959,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,WESTSIDE ELEMENTARY,,642210,2016-17,33637,45132,11495,756,45888,6883.2,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,WEST SIDE UNION ELEMENTARY,,642270,2016-17,40924,33725,-7199,2378,36103,5415.45,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,WHEATLAND ELEMENTARY,,642330,2016-17,217324,221912,4588,0,221912,33286.8,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,WHEATLAND UNION HIGH,,642350,2016-17,118545,123171,4626,0,123171,18475.65,3,0,0,1,1,+,+,1,0,0,0,1,18475,15,0,0,0,88,88
2017,California,WHITTIER CITY ELEMENTARY,,642450,2016-17,979015,984728,5713,0,984728,147709.2,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,WHITTIER UNION HIGH,,642480,2016-17,3228235,3139356,-88879,413061,3552417,532862.55,3,0,†,1,1,+,+,1,0,0,1,0,532863,15,0,0,0,53,0
2017,California,WILLIAM S. HART UNION HIGH,,642510,2016-17,3550833,3550246,-587,0,3550246,532536.9,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,WILLITS UNIFIED,,642560,2016-17,358466,361474,3008,35647,397121,59568.15,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,LAYTONVILLE UNIFIED,,642580,2016-17,75443,68965,-6478,1569,70534,10580.1,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,WILMAR UNION ELEMENTARY,,642750,2016-17,41456,30171,-11285,0,30171,4525.65,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,WILSONA ELEMENTARY,,642810,2016-17,265943,270146,4203,15086,285232,42784.8,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,WINTERS JOINT UNIFIED,,642930,2016-17,285278,280789,-4489,9782,290571,43585.65,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,WINTON ELEMENTARY,,642960,2016-17,294699,310531,15832,0,310531,46579.65,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,WISEBURN ELEMENTARY,,642990,2016-17,298744,422254,123510,34879,457133,68569.95,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,WOODLAND JOINT UNIFIED,,643080,2016-17,1852810,1815814,-36996,62058,1877872,281680.8,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,WOODSIDE ELEMENTARY,,643140,2016-17,68000,70703,2703,490,71193,10678.95,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,WOODVILLE ELEMENTARY,,643170,2016-17,63333,61680,-1653,0,61680,9252,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,WRIGHT ELEMENTARY,,643200,2016-17,275434,313789,38355,19075,332864,49929.6,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,YREKA UNION ELEMENTARY,,643380,2016-17,181516,181516,0,0,181516,27227.4,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,YREKA UNION HIGH,,643410,2016-17,123810,123810,0,0,123810,18571.5,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,YUBA CITY UNIFIED,,643470,2016-17,2261759,2301268,39509,109396,2410664,361599.6,3,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,YUCAIPA JOINT UNIFIED,,643560,2016-17,1656932,1688462,31530,44417,1732879,259931.85,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,IRVINE UNIFIED,,684500,2016-17,4960322,5084804,124482,124571,5209375,781406.25,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,AMADOR COUNTY SCHOOLS,,691001,2016-17,786283,790898,4615,37054,827952,124192.8,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,BUTTE COUNTY SCHOOLS,,691002,2016-17,2313133,2291341,-21792,16492,2307833,346174.95,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,CALAVERAS COUNTY SCHOOLS,,691003,2016-17,1022042,1084097,62055,50475,1134572,170185.8,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,COLUSA COUNTY OFFICE OF EDUCATION,,691004,2016-17,809274,818183,8909,28434,846617,126992.55,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,CONTRA COSTA COUNTY SCHOOLS,,691005,2016-17,41519,30625,-10894,110110,140735,21110.25,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,EL DORADO COUNTY SCHOOLS,,691006,2016-17,2425052,2155777,-269275,121073,2276850,341527.5,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,FRESNO COUNTY SCHOOLS,,691007,2016-17,2347956,1610234,-737722,25718,1635952,245392.8,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,GLENN COUNTY SCHOOLS,,691008,2016-17,778928,766786,-12142,39253,806039,120905.85,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,HUMBOLDT COUNTY SCHOOLS,,691009,2016-17,629274,766918,137644,221446,988364,148254.6,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,IMPERIAL COUNTY SCHOOLS,,691010,2016-17,1082052,1085774,3722,87342,1173116,175967.4,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,INYO COUNTY SCHOOLS,,691011,2016-17,292159,278629,-13530,41422,320051,48007.65,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,KERN COUNTY SCHOOLS,,691012,2016-17,250674,359012,108338,0,359012,53851.8,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,KINGS COUNTY SCHOOLS,,691013,2016-17,3905805,3928866,23061,108747,4037613,605641.95,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,LAKE COUNTY SCHOOLS,,691014,2016-17,0,0,0,0,0,0,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,LASSEN COUNTY SCHOOLS,,691015,2016-17,881591,845878,-35713,42542,888420,133263,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,MADERA COUNTY SCHOOLS,,691017,2016-17,3347709,3511017,163308,147978,3658995,548849.25,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,MARIN COUNTY SCHOOLS,,691018,2016-17,774044,666091,-107953,59085,725176,108776.4,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,MENDOCINO COUNTY SCHOOLS,,691019,2016-17,303525,300181,-3344,0,300181,45027.15,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,MERCED COUNTY SCHOOLS,,691020,2016-17,2146308,2265135,118827,168892,2434027,365104.05,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,MONTEREY COUNTY SCHOOLS,,691021,2016-17,1947696,1847269,-100427,261138,2108407,316261.05,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,NAPA COUNTY SCHOOLS,,691022,2016-17,447773,441126,-6647,141680,582806,87420.9,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,NEVADA COUNTY SCHOOLS,,691023,2016-17,215045,478771,263726,0,478771,71815.65,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,ORANGE COUNTY SCHOOLS,,691024,2016-17,1250555,1189956,-60599,43548,1233504,185025.6,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,PLACER COUNTY SCHOOLS,,691025,2016-17,40646,32417,-8229,46427,78844,11826.6,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,RIVERSIDE COUNTY SCHOOLS,,691026,2016-17,1376303,1198229,-178074,87124,1285353,192802.95,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,SACRAMENTO COUNTY SCHOOLS,,691027,2016-17,729564,665762,-63802,29495,695257,104288.55,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,SAN BENITO COUNTY SCHOOLS,,691028,2016-17,247083,242956,-4127,48783,291739,43760.85,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,SAN BERNARDINO COUNTY SCHOOLS,,691029,2016-17,4186180,3766293,-419887,499291,4265584,639837.6,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,SAN DIEGO COUNTY SCHOOLS,,691030,2016-17,530060,535235,5175,7428,542663,81399.45,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,SAN JOAQUIN COUNTY SCHOOLS,,691031,2016-17,1212232,1297348,85116,84265,1381613,207241.95,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,SAN LUIS OBISPO COUNTY SCHOOLS,,691032,2016-17,110416,101669,-8747,39702,141371,21205.65,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,SANTA BARBARA COUNTY SCHOOLS,,691034,2016-17,170326,269566,99240,18875,288441,43266.15,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,SANTA CLARA COUNTY SCHOOLS,,691035,2016-17,2922117,2848583,-73534,122744,2971327,445699.05,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,SANTA CRUZ COUNTY SCHOOLS,,691036,2016-17,395925,395505,-420,0,395505,59325.75,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,CHRYSALIS CHARTER,,691037,2016-17,37122,38325,1203,0,38325,5748.75,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,SISKIYOU COUNTY SCHOOLS,,691038,2016-17,893588,895690,2102,54931,950621,142593.15,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,SONOMA COUNTY SCHOOLS,,691040,2016-17,83522,63082,-20440,0,63082,9462.3,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,STANISLAUS COUNTY SCHOOLS,,691041,2016-17,1028546,1418828,390282,255432,1674260,251139,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,SUTTER COUNTY SCHOOLS,,691042,2016-17,392974,336604,-56370,0,336604,50490.6,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,TEHAMA COUNTY SCHOOLS,,691043,2016-17,869210,871777,2567,35139,906916,136037.4,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,TRINITY COUNTY SCHOOLS,,691044,2016-17,32795,34118,1323,21308,55426,8313.9,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,TULARE COUNTY SCHOOLS,,691045,2016-17,1514094,1554798,40704,798227,2353025,352953.75,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,TUOLUMNE COUNTY SCHOOLS,,691046,2016-17,1257613,1263657,6044,60455,1324112,198616.8,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,VENTURA COUNTY SCHOOLS,,691047,2016-17,523407,518730,-4677,43375,562105,84315.75,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,YUBA COUNTY SCHOOLS,,691048,2016-17,433744,439513,5769,90614,530127,79519.05,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,ALAMEDA COUNTY SCHOOLS,,691051,2016-17,184592,169952,-14640,0,169952,25492.8,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,MONO COUNTY SCHOOLS,,691052,2016-17,415272,402359,-12913,21645,424004,63600.6,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,LA COUNTY SCHOOLS                     ,,691078,2016-17,2625245,1774525,-850720,8295,1782820,267423,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,MARIPOSA COUNTY SCHOOLS,,691090,2016-17,400614,528257,127643,0,528257,79238.55,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,MODOC COUNTY SCHOOLS,,691093,2016-17,307332,303167,-4165,21111,324278,48641.7,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,SIERRA COUNTY SCHOOLS,,691120,2016-17,103776,102660,-1116,20076,122736,18410.4,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,SOLANO COUNTY SCHOOLS,,691122,2016-17,973185,978287,5102,63316,1041603,156240.45,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,GOLDEN PLAINS UNIFIED,,691134,2016-17,174911,249188,74277,6051,255239,38285.85,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,VAL VERDE UNIFIED,,691135,2016-17,3023704,2994819,-28885,49178,3043997,456599.55,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,18
2017,California,AROMAS/SAN JUAN UNIFIED,,691136,2016-17,185280,184503,-777,0,184503,27675.45,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,DELTA CHARTER SCHOOL,,06F0001,2016-17,21926,21876,-50,0,21876,3281.4,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,King-Chavez Academy of Excellence,,06F0002,2016-17,41783,42265,482,0,42265,6339.75,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,Edison Charter Academy,,06F0003,2016-17,88011,92414,4403,0,92414,13862.1,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,ANIMO CHARTER HIGH - INGLEWOOD,,06F0006,2016-17,51970,57529,5559,0,57529,8629.35,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,BARONA INDIAN CHARTER,,06F0008,2016-17,17122,15017,-2105,0,15017,2252.55,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,Audeo Charter,,06F0009,2016-17,96647,55190,-41457,0,55190,8278.5,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,Aspire Berkley Maynard Academy,,06F0012,2016-17,67310,67081,-229,0,67081,10062.15,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,Leadership Public Schools - Hayward,,06F0013,2016-17,67691,74707,7016,0,74707,11206.05,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,CENTURY COMMUNITY,,06F0014,2016-17,43061,57529,14468,0,57529,8629.35,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,HIGH TECH HIGH INTERNATIONAL,,06F0015,2016-17,65382,65340,-42,0,65340,9801,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,HIGH TECH HIGH MIDDLE MEDIA ARTS,,06F0016,2016-17,56228,69260,13032,0,69260,10389,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,Leadership Public Schools: Richmond,,06F0017,2016-17,64897,70829,5932,0,70829,10624.35,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,HIGH TECH HIGH MIDDLE,,06F0019,2016-17,52305,77101,24796,0,77101,11565.15,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,KIPP Adelante Preparatory Academy,,06F0020,2016-17,43688,39421,-4267,0,39421,5913.15,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,HIGH TECH HIGH MEDIA ARTS,,06F0022,2016-17,58843,71874,13031,0,71874,10781.1,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,Gompers Preparatory Academy,,06F0023,2016-17,151384,159882,8498,0,159882,23982.3,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,King-Chavez Arts Academy,,06F0024,2016-17,25146,24687,-459,0,24687,3703.05,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,King-Chavez Athletic Academy,,06F0025,2016-17,25273,24558,-715,0,24558,3683.7,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,Envision Academy for Arts & Technology,,06F0026,2016-17,51689,52088,399,0,52088,7813.2,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,City Arts and Tech High,,06F0027,2016-17,43180,43299,119,0,43299,6494.85,+,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,CALIFORNIA VIRTUAL ACADEMY AT SONOMA,,06F0030,2016-17,107175,102622,-4553,0,102622,15393.3,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,CALIFORNIA MONTESSORI PROJECT-SHINGLE,,06F0031,2016-17,73420,73910,490,0,73910,11086.5,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,CENTURY ACADEMY,,06F0032,2016-17,43061,38353,-4708,0,38353,5752.95,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,RIVER SPRINGS CHARTER,,06F0033,2016-17,939983,1047194,107211,7893,1055087,158263.05,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,CALIFORNIA MONTESSORI PROJECT-ELK GROV,,06F0034,2016-17,74748,74412,-336,0,74412,11161.8,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,CALIFORNIA MONTESSORI PROJECT-CAPITOL,,06F0035,2016-17,52033,53046,1013,0,53046,7956.9,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,CALIFORNIA MONTESSORI PROJECT-SAN JUAN,,06F0036,2016-17,210551,212073,1522,0,212073,31810.95,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,King-Chavez Preparatory Academy,,06F0037,2016-17,46990,46013,-977,0,46013,6901.95,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,Aspire Summit Charter Academy,,06F0040,2016-17,51689,52605,916,0,52605,7890.75,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,Impact Academy of Arts & Technology,,06F0042,2016-17,58674,75870,17196,0,75870,11380.5,+,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,Mirus Secondary,,06F0044,2016-17,30988,32054,1066,0,32054,4808.1,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,SUMMIT PREPARATORY CHARTER HIGH,,06F0046,2016-17,70216,70482,266,0,70482,10572.3,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,Aspire Junior Collegiate Academy,,06F0047,2016-17,39243,42394,3151,0,42394,6359.1,+,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,Aspire Port City Academy,,06F0049,2016-17,50673,52346,1673,0,52346,7851.9,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,NORTON SPACE AND AERONAUTICS ACADEMY,,06F0052,2016-17,82381,98009,15628,0,98009,14701.35,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,HEALTH SCIENCE HIGH AND MIDDLE COLLEGE,,06F0053,2016-17,122917,111077,-11840,0,111077,16661.55,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,King-Chavez Community High,,06F0054,2016-17,72517,67727,-4790,0,67727,10159.05,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,Darnall Charter,,06F0055,2016-17,83947,82462,-1485,0,82462,12369.3,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,Aspire Golden State College Preparatory Academy,,06F0059,2016-17,73406,73802,396,0,73802,11070.3,+,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,Aspire University Charter,,06F0060,2016-17,33909,34510,601,0,34510,5176.5,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,Nea Community Learning Center,,06F0061,2016-17,67056,68244,1188,0,68244,10236.6,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,Aspire Titan Academy,,06F0064,2016-17,41656,42394,738,0,42394,6359.1,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,Aspire Eres Academy,,06F0066,2016-17,27686,27918,232,0,27918,4187.7,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,HORIZON CHARTER,,06F0068,2016-17,195765,143360,-52405,0,143360,21504,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,Charter School of San Diego,,06F0069,2016-17,282702,247901,-34801,0,247901,37185.15,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,EXCELSIOR EDUCATION CENTER,,06F0070,2016-17,266757,266586,-171,0,266586,39987.9,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,SEBASTOPOL INDEPENDENT CHARTER,,06F0071,2016-17,51263,51409,146,0,51409,7711.35,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,King-Chavez Primary Academy,,06F0072,2016-17,53213,50020,-3193,0,50020,7503,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,ACADEMY FOR ACADEMIC EXCELLENCE,,06F0074,2016-17,155608,154201,-1407,0,154201,23130.15,1,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,SAN JOSE EDISON,,06F0075,2016-17,168930,165813,-3117,2549,168362,25254.3,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,PACIFIC COLLEGIATE CHARTER,,06F0077,2016-17,33755,33540,-215,0,33540,5031,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,SHASTA SECONDARY HOME,,06F0078,2016-17,40397,41349,952,0,41349,6202.35,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,ANIMO LEADERSHIP CHARTER,,06F0079,2016-17,63849,72280,8431,0,72280,10842,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,HIGH TECH HIGH,,06F0080,2016-17,104611,88862,-15749,0,88862,13329.3,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,HIGH TECH HIGH EXPLORER,,06F0081,2016-17,70612,65340,-5272,0,65340,9801,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,MONARCH LEARNING CENTER,,06F0082,2016-17,0,0,0,0,0,0,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,ENVIRONMENTAL CHARTER HIGH,,06F0084,2016-17,54940,61955,7015,0,61955,9293.25,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,Aspire East Palo Alto Charter,,06F0085,2016-17,98171,100298,2127,0,100298,15044.7,+,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,CA CONNECTIONS ACADEMY @ RIPON,,06F0086,2016-17,127368,149515,22147,0,149515,22427.25,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,Sacramento Charter High (St Hope),,06F0087,2016-17,120904,116583,-4321,0,116583,17487.45,3,0,†,0,+,+,+,1,0,0,0,1,17487,15,0,0,0,0,0
2017,California,St. HOPE Public School 7,,06F0088,2016-17,76327,73026,-3301,0,73026,10953.9,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,Aspire APEX Academy,,06F0089,2016-17,38354,39033,679,0,39033,5854.95,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,Aspire Alexander Twilight College Preparatory Academy,,06F0090,2016-17,54483,51312,-3171,0,51312,7696.8,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,Aspire Alexander Twilight Secondary Academy,,06F0091,2016-17,49784,54285,4501,0,54285,8142.75,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,Hardy Brown College Prep,,06F0092,2016-17,46609,48340,1731,0,48340,7251,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2017,California,SAN CARLOS LEARNING CENTER,,06F0093,2016-17,57691,58577,886,0,58577,8786.55,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
