Amount reserved for voluntary CEIS in 
SY 2016-17 ($)","Voluntary CEIS
Percent taken for voluntary CEIS during 
SY 2016-17 (%)","Total number of children receiving CEIS under the IDEA in the LEA/ESA during 
2016,Indiana,River Forest Community Sch Corp   ,,1804620,2014-15,338567,360338,21771,12780,373118,55967.7,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Rochester Community Sch Corp      ,,1809630,2014-15,375328,384525,9197,12681,397206,59580.9,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Rock Creek Community Academy,,1800099,2014-15,110877,112516,1639,0,112516,16877.4,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Rossville Con School District     ,,1809720,2014-15,188622,197770,9148,7856,205626,30843.9,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Rural Community Schools Inc       ,,1800043,2014-15,33430,35010,1580,0,35010,5251.5,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Rush County Schools               ,,1809750,2014-15,588223,582205,-6018,20103,602308,90346.2,2,+,†,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Salem Community Schools           ,,1809810,2014-15,415710,443820,28110,15023,458843,68826.45,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,School City Of East Chicago       ,,1802880,2014-15,1227847,1242178,14331,49114,1291292,193693.8,2,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,School City Of Hammond            ,,1804320,2014-15,3313861,3493421,179560,114029,3607450,541117.5,1,+,0,1,1,+,+,0,+,+,+,+,+,0,1,169009.53,4.69,1818,7
2016,Indiana,School City Of Hobart             ,,1804590,2014-15,762560,802738,40178,14533,817271,122590.65,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,School City Of Mishawaka          ,,1806840,2014-15,1243957,1303028,59071,51911,1354939,203240.85,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,School Town Of Highland           ,,1804560,2014-15,661538,683247,21709,15607,698854,104828.1,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,School Town Of Munster            ,,1807350,2014-15,859150,878998,19848,34593,913591,137038.65,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,School Town Of Speedway           ,,1810920,2014-15,353720,369000,15280,6151,375151,56272.65,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Scott County School District 1    ,,1809990,2014-15,313621,337826,24205,13795,351621,52743.15,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Scott County School District 2    ,,1810020,2014-15,575065,604391,29326,33751,638142,95721.3,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Se Neighborhood Sch Of Excellence ,,1800033,2014-15,79677,84227,4550,0,84227,12634.05,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Seven Oaks Classical School,X,18F0122,2014-15,+,33913,33913,0,33913,5086.95,+,+,0,+,+,+,+,+,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Seymour Community Schools         ,,1810080,2014-15,1065148,1106701,41553,33062,1139763,170964.45,2,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Shelby Eastern Schools            ,,1803210,2014-15,297711,303253,5542,16216,319469,47920.35,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Shelbyville Central Schools       ,,1810140,2014-15,882070,916187,34117,35211,951398,142709.7,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Shenandoah School Corporation     ,,1808280,2014-15,290785,305321,14536,14108,319429,47914.35,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Sheridan Community Schools        ,,1806480,2014-15,238788,243565,4777,14816,258381,38757.15,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Shoals Community School Corp      ,,1810170,2014-15,153106,161039,7933,8132,169171,25375.65,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Signature School Inc              ,,1800021,2014-15,41930,47234,5304,0,47234,7085.1,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Smith Academy of Excellence,,1800131,2014-15,13507,18923,5416,0,18923,2838.45,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Smith-Green Community Schools     ,,1810230,2014-15,257000,270014,13014,9236,279250,41887.5,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,South Adams Schools               ,,1810260,2014-15,277697,280329,2632,12448,292777,43916.55,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,South Bend Career Academy,,1800101,2014-15,92110,54462,-37648,0,54462,8169.3,1,+,†,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,South Bend Community Sch Corp     ,,1810290,2014-15,6041443,5991361,-50082,340772,6332133,949819.95,3,+,†,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,South Central Com School Corp     ,,1802190,2014-15,180093,185840,5747,7157,192997,28949.55,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,South Dearborn Com School Corp    ,,1800240,2014-15,685006,691537,6531,28145,719682,107952.3,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,South Gibson School Corp          ,,1810350,2014-15,452866,478274,25408,19342,497616,74642.4,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,South Harrison Com Schools        ,,1810360,2014-15,736329,762881,26552,18546,781427,117214.05,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,South Henry School Corp           ,,1810380,2014-15,189252,196718,7466,7514,204232,30634.8,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,South Knox School Corp            ,,1810410,2014-15,25369,270288,244919,12689,282977,42446.55,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,South Madison Com Sch Corp        ,,1810440,2014-15,970380,1019255,48875,45877,1065132,159769.8,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,South Montgomery Com Sch Corp     ,,1810450,2014-15,417248,432367,15119,14147,446514,66977.1,2,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,South Newton School Corp          ,,1810470,2014-15,223613,237898,14285,13734,251632,37744.8,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,South Putnam Community Schools    ,,1810500,2014-15,297265,305567,8302,11679,317246,47586.9,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,South Ripley Com Sch Corp         ,,1810530,2014-15,270408,285393,14985,6517,291910,43786.5,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,South Spencer County Sch Corp     ,,1810560,2014-15,282611,286526,3915,12659,299185,44877.75,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,South Vermillion Com Sch Corp     ,,1810590,2014-15,432712,447091,14379,16920,464011,69601.65,2,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Southeast Dubois Co Sch Corp      ,,1810640,2014-15,250310,262784,12474,9411,272195,40829.25,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Southeast Fountain School Corp    ,,1810620,2014-15,244664,251141,6477,12560,263701,39555.15,2,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Southeastern School Corp          ,,1810680,2014-15,302533,317828,15295,8747,326575,48986.25,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Southern Hancock Co Com Sch Corp  ,,1810710,2014-15,634383,680381,45998,29593,709974,106496.1,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Southern Wells Com Schools        ,,1810770,2014-15,167988,175574,7586,8039,183613,27541.95,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Southwest Dubois Co Sch Corp      ,,1810870,2014-15,405685,418414,12729,16400,434814,65222.1,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Southwest Parke Com Sch Corp      ,,1810900,2014-15,230300,244163,13863,12426,256589,38488.35,2,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Southwest School Corp             ,,1810860,2014-15,461709,477572,15863,22374,499946,74991.9,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Southwestern Con Sch Shelby Co    ,,1810830,2014-15,126349,129309,2960,8086,137395,20609.25,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Southwestern-Jefferson Co Con     ,,1810800,2014-15,371675,393151,21476,10426,403577,60536.55,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Spencer-Owen Community Schools    ,,1810950,2014-15,650930,666795,15865,23673,690468,103570.2,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Springs Valley Com School Corp    ,,1810980,2014-15,218702,224765,6063,12609,237374,35606.1,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Steel City Academy,X,18F0434,2014-15,+,37912,37912,0,37912,5686.8,+,+,0,+,+,+,+,+,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Success Academy Primary School,,18F0438,2014-15,99075,106359,7284,0,106359,15953.85,+,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Sunman-Dearborn Com Sch Corp      ,,1811190,2014-15,843946,878188,34242,23042,901230,135184.5,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Switzerland County School Corp    ,,1811220,2014-15,355293,375234,19941,15574,390808,58621.2,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Taylor Community School Corp      ,,1811250,2014-15,310112,316934,6822,15799,332733,49909.95,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Tell City-Troy Twp School Corp    ,,1811260,2014-15,313074,322468,9394,16220,338688,50803.2,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,The Bloomington Project School,,1800083,2014-15,53836,57746,3910,0,57746,8661.9,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,The Excel Center-Anderson,,1800116,2014-15,71503,41412,-30091,0,41412,6211.8,1,+,†,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,The Excel Center-Kokomo,,1800135,2014-15,71503,33505,-37998,0,33505,5025.75,1,+,†,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,The Excel Center-Lafayette,,1800142,2014-15,62461,35909,-26552,0,35909,5386.35,1,+,†,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,The Excel Center-Lafayette Square,,1800138,2014-15,50865,20399,-30466,0,20399,3059.85,1,+,†,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,The Excel Center-Noblesville,,18F0486,2014-15,66334,20295,-46039,0,20295,3044.25,+,+,†,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,The Excel Center-Richmond,,1800134,2014-15,31224,39850,8626,0,39850,5977.5,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,The Excel Center-Shelbyville ,X,18F0462,2014-15,59459,15659,-43800,0,15659,2348.85,+,+,†,+,+,+,+,+,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,The Excel Center-South Bend,,18F0510,2014-15,48805,13712,-35093,0,13712,2056.8,+,+,†,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,The Excel Center-University Heights,,18F0534,2014-15,55511,25842,-29669,0,25842,3876.3,+,+,†,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Thea Bowman Leadership Academy    ,,1800025,2014-15,208393,219621,11228,0,219621,32943.15,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Theodore Roosevelt College and Career Academy,,1800119,2014-15,173430,192598,19168,0,192598,28889.7,2,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Thomas Carr Howe High School-Charter Schools USA,,1800126,2014-15,137392,141500,4108,0,141500,21225,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Thurgood Marshall Leadership Academy,,1800121,2014-15,26022,28237,2215,0,28237,4235.55,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Timothy L Johnson Academy         ,,1800013,2014-15,41594,52234,10640,0,52234,7835.1,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Tindley Collegiate,,1800139,2014-15,75419,71479,-3940,0,71479,10721.85,1,+,†,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Tindley Genesis,,18F0098,2014-15,30638,34660,4022,0,34660,5199,+,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Tindley Prep Academy,,1800128,2014-15,64387,52468,-11919,0,52468,7870.2,2,+,†,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Tindley Renaissance,,1800141,2014-15,99395,84511,-14884,0,84511,12676.65,2,+,†,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Tindley Summit Academy,,1800148,2014-15,35184,56975,21791,0,56975,8546.25,3,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Tippecanoe School Corp            ,,1811340,2014-15,2364527,2539520,174993,91429,2630949,394642.35,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Tippecanoe Valley School Corp     ,,1811370,2014-15,425554,436596,11042,11923,448519,67277.85,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Tipton Community School Corp      ,,1811400,2014-15,367767,377566,9799,14770,392336,58850.4,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Tri-Central Community Schools,,1808040,2014-15,189624,192391,2767,9963,202354,30353.1,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Tri-County School Corp            ,,1811430,2014-15,161522,169577,8055,11810,181387,27208.05,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Tri-Creek School Corp             ,,1811460,2014-15,637235,656464,19229,14870,671334,100700.1,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Triton School Corporation         ,,1811490,2014-15,191567,197087,5520,8226,205313,30796.95,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Tri-Township,,1800107,2014-15,90156,95858,5702,4224,100082,15012.3,2,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Twin Lakes School Corp            ,,1811580,2014-15,544499,584489,39990,18361,602850,90427.5,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Union Co/Clg Corner Joint Sch Dist,,1811610,2014-15,323691,334698,11007,11779,346477,51971.55,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Union School Corporation          ,,1811730,2014-15,92751,81693,-11058,4926,86619,12992.85,1,+,†,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Union Township School Corp        ,,1811700,2014-15,304387,311075,6688,5317,316392,47458.8,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Union-North United School Corp    ,,1811910,2014-15,247976,258367,10391,6777,265144,39771.6,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Valparaiso Community Schools      ,,1811970,2014-15,1274478,1306313,31835,35596,1341909,201286.35,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Vigo County School Corp           ,,1812090,2014-15,3804382,3897181,92799,184995,4082176,612326.4,2,+,0,1,1,+,+,0,+,+,+,+,+,0,1,307219.96,7.53,546,0
2016,Indiana,Vincennes Community Sch Corp      ,,1812120,2014-15,757738,775636,17898,36544,812180,121827,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Vision Academy at Riverside,,1800146,2014-15,63688,87524,23836,0,87524,13128.6,+,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Wabash City Schools               ,,1812150,2014-15,393199,391543,-1656,18836,410379,61556.85,1,+,†,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Wa-Nee Community Schools          ,,1812240,2014-15,639300,641606,2306,31342,672948,100942.2,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Warrick County School Corp        ,,1812390,2014-15,2125617,2220826,95209,113091,2333917,350087.55,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Warsaw Community Schools          ,,1812420,2014-15,1454169,1524178,70009,42796,1566974,235046.1,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Washington Com Schools            ,,1812450,2014-15,694949,715244,20295,24854,740098,111014.7,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Wawasee Community School Corp     ,,1805550,2014-15,617059,652588,35529,13535,666123,99918.45,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Wes-Del Community Schools         ,,1804500,2014-15,206293,217136,10843,9620,226756,34013.4,2,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,West Central School Corp          ,,1809360,2014-15,215582,215764,182,10060,225824,33873.6,2,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,West Clark Community Schools      ,,1809370,2014-15,901080,942997,41917,34061,977058,146558.7,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,West Lafayette Com School Corp    ,,1812870,2014-15,401720,418337,16617,14119,432456,64868.4,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,West Noble School Corporation     ,,1812900,2014-15,480706,496371,15665,16591,512962,76944.3,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,West Washington School Corp       ,,1812930,2014-15,228091,230734,2643,9498,240232,36034.8,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Western Boone Co Com Sch Dist     ,,1812990,2014-15,324351,340037,15686,10822,350859,52628.85,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Western School Corp               ,,1804470,2014-15,539301,564175,24874,16228,580403,87060.45,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Western Wayne Schools             ,,1813050,2014-15,285257,303828,18571,11546,315374,47306.1,2,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Westfield-Washington Schools      ,,1813080,2014-15,1142337,1241814,99477,28725,1270539,190580.85,2,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Westview School Corporation       ,,1813110,2014-15,448342,458194,9852,9585,467779,70166.85,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,White River Valley Sch Dist       ,,1800008,2014-15,201350,209961,8611,10051,220012,33001.8,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Whiting School City               ,,1813200,2014-15,223982,227537,3555,4957,232494,34874.1,2,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Whitko Community School Corp      ,,1813230,2014-15,361727,369848,8121,8068,377916,56687.4,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Whitley Co Cons Schools           ,,1802280,2014-15,670880,693944,23064,30997,724941,108741.15,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Xavier School of Excellence,,1800087,2014-15,61396,57257,-4139,0,57257,8588.55,1,+,†,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Yorktown Community Schools,,1807230,2014-15,508356,535895,27539,15123,551018,82652.7,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Indiana,Zionsville Community Schools      ,,1802830,2014-15,951631,1032921,81290,23498,1056419,158462.85,1,+,0,1,1,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2016,Iowa,NORTH FAYETTE COMM SCHOOL DISTRICT,,1900006,2014-15,39251,37730,-1521,+,37730,5659.5,1,+,†,1,1,+,+,0,0,+,0,0,+,0,0,+,0,+,0
2016,Iowa,COLFAX-MINGO COMM SCHOOL DISTRICT,,1900009,2014-15,36100,35173,-927,+,35173,5275.95,1,+,†,1,1,+,+,0,0,+,0,0,+,0,0,+,0,+,0
2016,Iowa,SIBLEY-OCHEYEDAN COMM SCHOOL DISTRICT,,1900015,2014-15,38491,36469,-2022,+,36469,5470.35,1,+,†,1,1,+,+,0,0,+,0,0,+,0,0,+,0,+,0
2016,Iowa,OKOBOJI COMM SCHOOL DISTRICT,,1900021,2014-15,44099,44740,641,+,44740,6711,1,+,0,1,1,+,+,0,0,+,0,0,+,0,0,+,0,+,1
2016,Iowa,UNION COMM SCHOOL DISTRICT,,1900022,2014-15,52600,51020,-1580,+,51020,7653,1,+,†,1,1,+,+,0,0,+,0,0,+,0,0,+,0,+,1
2016,Iowa,SIOUX CENTRAL COMM SCHOOL DISTRICT,,1900023,2014-15,22422,22991,569,+,22991,3448.65,2,+,0,1,1,+,+,0,0,+,0,0,+,0,0,+,0,+,0
2016,Iowa,SOUTHERN CAL COMM SCHOOL DISTRICT,,1900024,2014-15,42829,43490,661,+,43490,6523.5,1,+,0,1,1,+,+,0,0,+,0,0,+,0,0,+,0,+,0
2016,Iowa,PANORAMA COMM SCHOOL DISTRICT,,1900025,2014-15,33592,34056,464,+,34056,5108.4,1,+,0,1,1,+,+,0,0,+,0,0,+,0,0,+,0,+,0
2016,Iowa,SOUTH O`BRIEN  COMM SCHOOL DISTRICT,,1900026,2014-15,33123,33082,-41,+,33082,4962.3,1,+,†,1,1,+,+,0,0,+,0,0,+,0,0,+,0,+,2
2016,Iowa,RIVERSIDE COMM SCHOOL DISTRICT,,1900027,2014-15,31517,30848,-669,+,30848,4627.2,1,+,†,1,1,+,+,0,0,+,0,0,+,0,0,+,0,+,1
2016,Iowa,PRAIRIE VALLEY COMM SCHOOL DISTRICT,,1900028,2014-15,26855,25360,-1495,+,25360,3804,1,+,†,1,1,+,+,0,0,+,0,0,+,0,0,+,0,+,0
2016,Iowa,ALBERT CITY-TRUESDALE COMM SCHOOL DISTRICT,,1900031,2014-15,10077,9267,-810,+,9267,1390.05,1,+,†,1,1,+,+,0,0,+,0,0,+,0,0,+,0,+,0
2016,Iowa,ALDEN COMM SCHOOL DISTRICT,,1900032,2014-15,12989,13231,242,+,13231,1984.65,1,+,0,1,1,+,+,0,0,+,0,0,+,0,0,+,0,+,0
2016,Iowa,EAST MARSHALL COMM SCHOOL DISTRICT,,1900040,2014-15,28454,28340,-114,+,28340,4251,1,+,†,1,1,+,+,0,0,+,0,0,+,0,0,+,0,+,0
2016,Iowa,GMG COMM SCHOOL DISTRICT,,1900060,2014-15,15832,15823,-9,+,15823,2373.45,1,+,†,1,1,+,+,0,0,+,0,0,+,0,0,+,0,+,0
2016,Iowa,AGWSR COMM SCHOOL DISTRICT,,1903060,2014-15,29862,30022,160,+,30022,4503.3,1,+,0,1,1,+,+,0,0,+,0,0,+,0,0,+,0,+,1
2016,Iowa,ADAIR-CASEY COMM SCHOOL DISTRICT,,1903090,2014-15,15105,14141,-964,+,14141,2121.15,1,+,†,1,1,+,+,0,0,+,0,0,+,0,0,+,0,+,0
2016,Iowa,ADEL-DESOTO-MINBURN COMM SCHOOL DISTRICT,,1903150,2014-15,69244,70770,1526,+,70770,10615.5,1,+,0,1,1,+,+,0,0,+,0,0,+,0,0,+,0,+,0
2016,Iowa,AKRON WESTFIELD COMM SCHOOL DISTRICT,,1903220,2014-15,24031,24491,460,+,24491,3673.65,1,+,0,1,1,+,+,0,0,+,0,0,+,0,0,+,0,+,0
2016,Iowa,ALBIA COMM SCHOOL DISTRICT,,1903270,2014-15,57089,56934,-155,+,56934,8540.1,2,+,†,1,1,+,+,0,0,+,0,0,+,0,0,+,0,+,30
2016,Iowa,ALBURNETT COMM SCHOOL DISTRICT,,1903300,2014-15,23467,22579,-888,+,22579,3386.85,1,+,†,1,1,+,+,0,0,+,0,0,+,0,0,+,0,+,0
2016,Iowa,ALGONA COMM SCHOOL DISTRICT,,1903360,2014-15,75713,81867,6154,+,81867,12280.05,2,+,0,1,1,+,+,0,0,+,0,0,+,0,0,+,0,+,0
2016,Iowa,ALLAMAKEE COMM SCHOOL DISTRICT,,1903390,2014-15,60397,58527,-1870,+,58527,8779.05,1,+,†,1,1,+,+,0,0,+,0,0,+,0,0,+,0,+,0
2016,Iowa,NORTH BUTLER COMM SCHOOL DISTRICT,,1903450,2014-15,30625,28533,-2092,+,28533,4279.95,1,+,†,1,1,+,+,0,0,+,0,0,+,0,0,+,0,+,0
2016,Iowa,ALTA COMM SCHOOL DISTRICT,,1903480,2014-15,25309,26614,1305,+,26614,3992.1,1,+,0,1,1,+,+,0,0,+,0,0,+,0,0,+,0,+,0
2016,Iowa,AMES COMM SCHOOL DISTRICT,,1903540,2014-15,196021,197358,1337,+,197358,29603.7,1,+,0,1,1,+,+,0,0,+,0,0,+,0,0,+,0,+,3
2016,Iowa,ANAMOSA COMM SCHOOL DISTRICT,,1903570,2014-15,61594,62171,577,+,62171,9325.65,2,+,0,1,1,+,+,0,0,+,0,0,+,0,0,+,0,+,0
2016,Iowa,ANDREW COMM SCHOOL DISTRICT,,1903630,2014-15,13079,12896,-183,+,12896,1934.4,1,+,†,1,1,+,+,0,0,+,0,0,+,0,0,+,0,+,0
2016,Iowa,ANKENY COMM SCHOOL DISTRICT,,1903690,2014-15,455064,470183,15119,+,470183,70527.45,1,+,0,1,1,+,+,1,1,+,0,0,70527,15,0,+,0,77,195
