,,,,,,A2A,A2B,A2C,A3B,A4,A5,B2,B3,B4,B5,B6,B7,B8,C2A,C2A.1,C2A.2,C2A.3,C2A.4,C2B,C2C,C3A,C3B,C3C,D2,D3
Reporting Year,StateName,LEAName,New/Closed LEA/ESA,NCESID,Year used to make the LEA/ESA/SEA determinations,Total LEA/ESA allocation for Section 611 of IDEA FFY 2018 ($),Total LEA/ESA allocation for Section 611 of IDEA FFY 2019 ($),Increase in LEA/ESA allocations for Section 611 from FFY 2018 to FFY 2019 ($),Total LEA/ESA allocation for Section 619 of IDEA FFY 2019 ($),Total LEA/ESA allocations for Section 611 and 619 of IDEA for FFY 2019 ($),15% of the total LEA/ESA allocations for Section 611 and 619 of IDEA for FFY 2019 ($),Determination under 34 CFR 300.600(a)(2) that controls whether the LEA may be able to reduce MOE during SY 2019-20,Reduction of local and/or state funds taken pursuant to Section 613(a)(2)(C) by the LEA/ESA during SY 2019-20 ($),Percent of the available reduction taken by LEA /ESA during SY 2019-20 (%),Did the State determine whether the LEA/ESA met the MOE compliance standard in FFY 2019/SY 2019-20? (Y/N),Did the LEA/ESA meet the MOE compliance standard in FFY 2019/SY 2019-20? (Y/N),"By the date of this data submission, did the State return non-Federal funds to the Department based on the failure of the LEA/ESA to meet the MOE compliance standard in FFY 2019/SY 2019-20? (Y/N)",What amount of non-Federal funds did the State return to the Department based on the failure of the LEA/ESA to meet the MOE compliance standard in FFY 2019/SY 2019-20? ($),Required CEIS Was the LEA/ESA required to use 15% of funds for CEIS due to significant disproportionality in SY 2019-20? (Y/N),Required CEIS Was the LEA/ESA identified as having significant disproportionality due to 'identification as a child with a disability'? (Y/N),Required CEIS Was the LEA/ESA identified as having significant disproportionality due to 'identification by disability category'? (Y/N),Required CEIS Was the LEA/ESA identified as having significant disproportionality due to 'placement in a particular educational setting'? (Y/N),Required CEIS Was the LEA/ESA identified as having significant disproportionality due to 'disciplinary action'? (Y/N),Required CEIS Amount reserved for required CEIS in the LEA /ESA in SY 2019-20 ($),Required CEIS Percent taken for required CEIS in the LEA /ESA in SY 2019-20 (%),Voluntary CEIS Did the LEA/ESA voluntarily use up to 15% of IDEA 611 and 619 fund for CEIS in SY 2019-20? (Y/N),Voluntary CEIS Amount reserved for voluntary CEIS in SY 2019-20 ($),Voluntary CEIS Percent taken for voluntary CEIS during SY 2019-20 (%),Total number of children receiving CEIS under the IDEA in the LEA/ESA during SY 2019-20,"Total number of children who received CEIS under the IDEA anytime in the past two school years (including SY 2017-18, SY 2018-19 and SY 2019-20) and received special education and related services in SY 2019-20"
2019,California,BURBANK UNIFIED,,606450,2018-19,2829472,2868926,39454,77807,2946733,442009.95,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,BURLINGAME ELEMENTARY,,606480,2018-19,617875,625733,7858,10488,636221,95433.15,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,BURNT RANCH ELEMENTARY,,606510,2018-19,20102,21000,898,0,21000,3150,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,BURREL UNION ELEMENTARY,,606540,2018-19,16225,19654,3429,651,20305,3045.75,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,BURTON ELEMENTARY,,606570,2018-19,846537,881525,34988,56320,937845,140676.75,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,BUTTONWILLOW UNION ELEMENTARY,,606720,2018-19,59481,58183,-1298,280,58463,8769.45,2,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,BYRON UNION ELEMENTARY,,606750,2018-19,280644,260712,-19932,7361,268073,40210.95,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CABRILLO UNIFIED,,606780,2018-19,602155,616845,14690,20476,637321,95598.15,3,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CAJON VALLEY UNION,,606810,2018-19,3483411,3655411,172000,226272,3881683,582252.45,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CALAVERAS UNIFIED,,606870,2018-19,0,0,0,0,0,0,2,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CALEXICO UNIFIED,,606900,2018-19,1173785,1168573,-5212,0,1168573,175285.95,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CALIENTE UNION ELEMENTARY,,606960,2018-19,13372,8367,-5005,841,9208,1381.2,2,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CALIPATRIA UNIFIED,,606990,2018-19,191806,186474,-5332,0,186474,27971.1,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CALISTOGA JOINT UNIFIED,,607020,2018-19,147083,150840,3757,0,150840,22626,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CAMBRIAN,,607140,2018-19,685409,684356,-1053,30999,715355,107303.25,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CAMINO UNION ELEMENTARY,,607170,2018-19,33358,33646,288,0,33646,5046.9,2,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CAMPBELL UNION,,607200,2018-19,1434892,1423226,-11666,60486,1483712,222556.8,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CAMPBELL UNION HIGH,,607230,2018-19,1218838,1299249,80411,0,1299249,194887.35,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CAPISTRANO UNIFIED,,607440,2018-19,8792974,8423653,-369321,203830,8627483,1294122.45,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CARDIFF ELEMENTARY,,607470,2018-19,93722,94782,1060,2696,97478,14621.7,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CARLSBAD UNIFIED,,607500,2018-19,1893925,1957592,63667,57692,2015284,302292.6,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CARMEL UNIFIED,,607530,2018-19,311827,346612,34785,0,346612,51991.8,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CARPINTERIA UNIFIED,,607560,2018-19,393519,402718,9199,14199,416917,62537.55,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CASCADE UNION ELEMENTARY,,607680,2018-19,270901,296712,25811,0,296712,44506.8,2,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CASTAIC UNION ELEMENTARY,,607740,2018-19,338987,338008,-979,12797,350805,52620.75,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CASTLE ROCK UNION ELEMENTARY,,607770,2018-19,0,0,0,0,0,0,2,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CASTRO VALLEY UNIFIED,,607800,2018-19,1415838,1392569,-23269,40187,1432756,214913.4,2,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CAYUCOS ELEMENTARY,,607840,2018-19,37452,30313,-7139,0,30313,4546.95,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CENTER UNIFIED,,607900,2018-19,901509,938609,37100,26697,965306,144795.9,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CENTINELA VALLEY UNION HIGH,,607920,2018-19,1196539,1243883,47344,0,1243883,186582.45,2,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CENTRAL ELEMENTARY,,607950,2018-19,659169,885778,226609,0,885778,132866.7,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CENTRAL UNIFIED,,607970,2018-19,2792571,2714040,-78531,67664,2781704,417255.6,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CENTRAL UNION ELEMENTARY,,607980,2018-19,69928,71759,1831,0,71759,10763.85,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CENTRAL UNION HIGH,,608010,2018-19,539351,540776,1425,0,540776,81116.4,2,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CENTRALIA ELEMENTARY,,608070,2018-19,1143328,1115639,-27689,75529,1191168,178675.2,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CERES UNIFIED,,608130,2018-19,2047169,1981153,-66016,0,1981153,297172.95,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CHAFFEY UNION HIGH,,608160,2018-19,3673262,4090188,416926,0,4090188,613528.2,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CHARTER OAK UNIFIED,,608190,2018-19,1083110,1060484,-22626,27414,1087898,163184.7,2,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CHATOM UNION,,608250,2018-19,97914,98759,845,0,98759,14813.85,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CHICO UNIFIED,,608370,2018-19,1806214,1765207,-41007,117846,1883053,282457.95,1,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CHINO UNIFIED,,608460,2018-19,4465050,4925769,460719,0,4925769,738865.35,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CHOWCHILLA ELEMENTARY,,608520,2018-19,139223,133867,-5356,0,133867,20080.05,3,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CHOWCHILLA UNION HIGH,,608550,2018-19,66585,64413,-2172,0,64413,9661.95,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CHUALAR UNION,,608580,2018-19,62365,56207,-6158,0,56207,8431.05,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CHULA VISTA CITY ELEMENTARY,,608610,2018-19,5836911,5870443,33532,268569,6139012,920851.8,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CINNABAR ELEMENTARY,,608700,2018-19,61075,64909,3834,0,64909,9736.35,2,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CLAREMONT UNIFIED,,608760,2018-19,1380820,1394951,14131,24330,1419281,212892.15,1,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CLAY JOINT ELEMENTARY,,608850,2018-19,18028,19654,1626,1301,20955,3143.25,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CLOVERDALE UNIFIED,,608970,2018-19,278338,290028,11690,14018,304046,45606.9,2,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CLOVIS UNIFIED,,609030,2018-19,6888037,7023102,135065,116374,7139476,1070921.4,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,COACHELLA VALLEY UNIFIED,,609070,2018-19,2910746,2910371,-375,52794,2963165,444474.75,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,COALINGA/HURON JOINT UNIFIED,,609120,2018-19,924847,904084,-20763,14964,919048,137857.2,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,COFFEE CREEK ELEMENTARY,,609240,2018-19,2154,2224,70,0,2224,333.6,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,COLFAX ELEMENTARY,,609300,2018-19,64863,68729,3866,3131,71860,10779,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,COLTON JOINT UNIFIED,,609390,2018-19,4062729,4007420,-55309,99439,4106859,616028.85,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,COLUMBIA ELEMENTARY,,609450,2018-19,154016,146118,-7898,0,146118,21917.7,+,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,COMPTON UNIFIED,,609620,2018-19,3848845,3747681,-101164,71064,3818745,572811.75,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CONEJO VALLEY UNIFIED,,609640,2018-19,3428712,3478966,50254,73098,3552064,532809.6,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,LEGGETT VALLEY UNIFIED,,609665,2018-19,21180,27547,6367,2915,30462,4569.3,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CORCORAN JOINT UNIFIED,,609690,2018-19,122879,123343,464,0,123343,18501.45,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CORNING UNION ELEMENTARY,,609780,2018-19,233401,236379,2978,0,236379,35456.85,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CORNING UNION HIGH,,609810,2018-19,93535,101305,7770,0,101305,15195.75,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CORONA-NORCO UNIFIED,,609850,2018-19,8524309,8573493,49184,169231,8742724,1311408.6,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CORONADO UNIFIED,,609870,2018-19,525168,547901,22733,9545,557446,83616.9,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,COTATI-ROHNERT PARK UNIFIED,,609940,2018-19,1110372,1112769,2397,48911,1161680,174252,1,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,COTTONWOOD UNION ELEMENTARY,,609990,2018-19,188130,191548,3418,0,191548,28732.2,2,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,COVINA-VALLEY UNIFIED,,610050,2018-19,2505883,2459426,-46457,69220,2528646,379296.9,2,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CUDDEBACK UNION ELEMENTARY,,610230,2018-19,21523,23635,2112,0,23635,3545.25,3,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CULVER CITY UNIFIED,,610260,2018-19,1330613,1421058,90445,41508,1462566,219384.9,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CUPERTINO UNION ELEMENTARY,,610290,2018-19,2925738,2893295,-32443,75217,2968512,445276.8,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CUTLER-OROSI JOINT UNIFIED,,610350,2018-19,709411,726176,16765,36332,762508,114376.2,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CUTTEN ELEMENTARY,,610380,2018-19,65702,73155,7453,0,73155,10973.25,3,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CYPRESS ELEMENTARY,,610440,2018-19,734390,766658,32268,31210,797868,119680.2,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,DAVIS JOINT UNIFIED,,610620,2018-19,1543610,1564483,20873,26512,1590995,238649.25,2,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,DEATH VALLEY UNIFIED,,610680,2018-19,5753,5730,-23,0,5730,859.5,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,DEHESA ELEMENTARY,,610710,2018-19,279237,103981,-175256,682,104663,15699.45,+,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,DEL MAR UNION,,610740,2018-19,906826,890589,-16237,37742,928331,139249.65,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,DEL NORTE COUNTY UNIFIED,,610770,2018-19,827772,859752,31980,51636,911388,136708.2,1,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,DELANO JOINT UNION HIGH,,610860,2018-19,737177,751724,14547,0,751724,112758.6,2,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,DELANO UNION ELEMENTARY,,610890,2018-19,1251935,1241631,-10304,25081,1266712,190006.8,2,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,DENAIR UNIFIED,,611040,2018-19,213905,197517,-16388,0,197517,29627.55,2,0,†,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Aspire Rosa Parks Academy,,06F0108,2018-19,54625,52835,-1790,0,52835,7925.25,1,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CAPISTRNO CONNECTION ACADEMY CHARTER,,06F0113,2018-19,527206,571221,44015,0,571221,85683.15,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Einstein Academy,,06F0114,2018-19,111062,106602,-4460,0,106602,15990.3,2,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Mission View Public School,,06F0115,2018-19,0,31675,31675,0,31675,4751.25,2,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Santa Clarita Valley International Charter School,,06F0116,2018-19,126809,144266,17457,0,144266,21639.9,2,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,DA VINCI DESIGN CHARTER,,06F0117,2018-19,99460,87188,-12272,0,87188,13078.2,2,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,DA VINCI SCIENCE CHARTER,,06F0118,2018-19,0,0,0,0,0,0,2,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Summit Public School: Rainier,,06F0120,2018-19,51141,48177,-2964,0,48177,7226.55,2,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,YUBA CITY CHARTER,,06F0121,2018-19,45774,52736,6962,0,52736,7910.4,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Rocketship Mosaic,,06F0125,2018-19,79987,77057,-2930,0,77057,11558.55,1,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Voices College-Bound Language Academy,,06F0126,2018-19,55981,52966,-3015,0,52966,7944.9,+,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Redding School of the Arts,,06F0129,2018-19,81798,81050,-748,0,81050,12157.5,2,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,ROCKY POINT CHARTER,,06F0130,2018-19,35845,33467,-2378,0,33467,5020.05,1,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Gilroy Prep,,06F0131,2018-19,75806,71068,-4738,0,71068,10660.2,2,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CHILDREN OF PROMISE CHARTER,,06F0133,2018-19,45209,43594,-1615,0,43594,6539.1,1,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,ICEF CHARTER,,06F0134,2018-19,33153,0,-33153,0,0,0,2,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,California Virtual Academy @ San Mateo,,06F0135,2018-19,100750,113523,12773,0,113523,17028.45,+,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Aspire Benjamin Holt College Preparatory Academy,,06F0136,2018-19,58248,61486,3238,0,61486,9222.9,2,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Aspire River Oaks Academy,,06F0137,2018-19,59363,60288,925,0,60288,9043.2,2,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Aspire Vincent Shalvey Academy,,06F0138,2018-19,57970,51771,-6199,0,51771,7765.65,2,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Aspire Antonio Maria Lugo Academy,,06F0158,2018-19,55740,53101,-2639,0,53101,7965.15,1,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Aspire Ollin University Preparatory Academy,,06F0159,2018-19,83749,79719,-4030,0,79719,11957.85,1,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Paragon Collegiate Academy,,06F0161,2018-19,26337,23956,-2381,0,23956,3593.4,2,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Charter School of Morgan Hill,,06F0162,2018-19,76227,73238,-2989,0,73238,10985.7,2,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Aspire Lionel Wilson College Preparatory Academy,,06F0163,2018-19,71765,69870,-1895,0,69870,10480.5,2,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Aspire Monarch Academy,,06F0164,2018-19,56855,55630,-1225,0,55630,8344.5,1,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,"'Oakland Military Institute, College Preparatory Academy'",,06F0165,2018-19,100193,98883,-1310,0,98883,14832.45,2,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Oakland School for the Arts,,06F0166,2018-19,105209,99682,-5527,0,99682,14952.3,+,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,ACHIEVE CHARTER SCHOOL (Paradise),,06F0167,2018-19,32887,37797,4910,0,37797,5669.55,2,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Aveson School of Leaders,,06F0169,2018-19,37399,50243,12844,0,50243,7536.45,2,0,0,1,1,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Fortune,,06F0170,2018-19,196832,164362,-32470,0,164362,24654.3,+,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Rocketship Academy Brilliant Minds,,06F0173,2018-19,79290,77989,-1301,0,77989,11698.35,2,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Rocketship Alma Academy,,06F0174,2018-19,71487,69471,-2016,0,69471,10420.65,2,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Rocketship Discovery Prep,,06F0175,2018-19,70372,69737,-635,0,69737,10460.55,2,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Rocketship Los Suenos Academy,,06F0176,2018-19,67306,60421,-6885,0,60421,9063.15,2,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Summit Public School: Tahoma,,06F0178,2018-19,47658,50440,2782,0,50440,7566,2,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Eleanor Roosevelt Community Learning Center,,06F0179,2018-19,37206,35933,-1273,0,35933,5389.95,2,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Community School for Creative Education,,06F0181,2018-19,35116,32074,-3042,0,32074,4811.1,1,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Cox Academy,,06F0182,2018-19,81798,81183,-615,0,81183,12177.45,2,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,ACADEMIA ADVANCE CHARTER,,06F0184,2018-19,77244,76555,-689,0,76555,11483.25,2,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,CELERITY SIRIUS CHARTER,,06F0185,2018-19,0,0,0,0,0,0,2,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,LA INTERNATIONAL CHARTER,,06F0186,2018-19,36167,37781,1614,0,37781,5667.15,2,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Clayton Valley Charter High,,06F0189,2018-19,304758,292258,-12500,0,292258,43838.7,2,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Lazear Charter Academy,,06F0190,2018-19,64519,63349,-1170,0,63349,9502.35,2,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,McGill School of Success,,06F0191,2018-19,21878,21427,-451,0,21427,3214.05,1,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Museum,,06F0192,2018-19,32329,31808,-521,0,31808,4771.2,2,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Temecula Preparatory,,06F0193,2018-19,146736,140406,-6330,0,140406,21060.9,2,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,ASCEND,,06F0194,2018-19,67863,64680,-3183,0,64680,9702,2,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Desert Sands Charter High School,,06F0195,2018-19,0,110994,110994,0,110994,16649.1,2,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Latino College Preparatory Acedemy,,06F0196,2018-19,48682,45535,-3147,0,45535,6830.25,2,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Lighthouse Community Charter,,06F0197,2018-19,70650,67209,-3441,0,67209,10081.35,2,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Lighthouse Community Charter High,,06F0198,2018-19,36231,37264,1033,0,37264,5589.6,2,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Westlake Charter,,06F0201,2018-19,128063,126166,-1897,0,126166,18924.9,2,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Summit Leadership Academy-High Desert,,06F0202,2018-19,62150,40458,-21692,0,40458,6068.7,2,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,KIPP Summit Academy,,06F0203,2018-19,57970,54965,-3005,0,54965,8244.75,1,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,KIPP San Francisco Bay Academy,,06F0204,2018-19,52674,49109,-3565,0,49109,7366.35,+,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,KIPP Bayview Academy,,06F0205,2018-19,40969,41523,554,0,41523,6228.45,2,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Coastal Academy,,06F0206,2018-19,266716,202025,-64691,0,202025,30303.75,+,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Oakland Unity High,,06F0207,2018-19,39310,39122,-188,0,39122,5868.3,1,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Iftin Charter,,06F0208,2018-19,46264,46713,449,0,46713,7006.95,2,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,KIPP Heartwood Academy,,06F0210,2018-19,57691,55231,-2460,0,55231,8284.65,+,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Vista Real Charter High School,,06F0211,2018-19,0,151053,151053,0,151053,22657.95,2,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Achieve Academy,,06F0212,2018-19,94061,84909,-9152,0,84909,12736.35,2,0,†,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
2019,California,Monterey Bay Charter,,06F0213,2018-19,48729,51224,2495,0,51224,7683.6,2,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,0
